,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
1115,13858.0,57,1,216.17,3,1,1,311,5,⚠️ At Risk
1116,13859.0,326,1,201.16,1,1,1,111,3,⚠️ At Risk
1117,13860.0,1,5,1245.9,5,4,4,544,13,🎖️ Champions
1118,13862.0,18,8,2209.36,4,5,5,455,14,🎖️ Champions
1119,13863.0,248,1,305.78,1,1,2,112,4,⚠️ At Risk
1120,13865.0,58,4,501.56,3,4,3,343,10,💎 Loyal
1121,13866.0,74,1,145.67000000000002,2,1,1,211,4,⚠️ At Risk
1122,13867.0,31,3,1015.29,4,3,4,434,11,💎 Loyal
1123,13868.0,7,2,3192.54,5,2,5,525,12,🎖️ Champions
1124,13869.0,123,4,3104.95,2,4,5,245,11,💎 Loyal
1125,13870.0,2,8,2770.94,5,5,5,555,15,🎖️ Champions
1126,13871.0,23,13,6403.25,4,5,5,455,14,🎖️ Champions
1127,13873.0,120,3,389.6,2,3,2,232,7,🙂 Potential
1128,13874.0,358,1,540.45,1,1,3,113,5,⚠️ At Risk
1129,13875.0,54,5,1786.79,3,4,4,344,11,💎 Loyal
1130,13876.0,64,1,122.7,3,1,1,311,5,⚠️ At Risk
1131,13877.0,86,1,117.24,2,1,1,211,4,⚠️ At Risk
1132,13878.0,55,1,1281.53,3,1,4,314,8,🙂 Potential
1133,13880.0,21,13,3219.77,4,5,5,455,14,🎖️ Champions
1134,13881.0,4,20,17159.52,5,5,5,555,15,🎖️ Champions
1135,13882.0,3,5,1191.13,5,4,4,544,13,🎖️ Champions
1136,13883.0,11,5,2674.48,5,4,5,545,14,🎖️ Champions
1137,13884.0,7,5,787.6,5,4,3,543,12,🎖️ Champions
1138,13885.0,189,2,506.8,1,2,3,123,6,🙂 Potential
1139,13886.0,71,1,243.56,3,1,1,311,5,⚠️ At Risk
1140,13887.0,204,1,349.55,1,1,2,112,4,⚠️ At Risk
1141,13888.0,120,2,605.63,2,2,3,223,7,🙂 Potential
1142,13889.0,93,1,416.90000000000003,2,1,2,212,5,⚠️ At Risk
1143,13890.0,1,10,1883.8100000000002,5,5,4,554,14,🎖️ Champions
1144,13892.0,27,4,632.97,4,4,3,443,11,💎 Loyal
1145,13893.0,298,1,821.1,1,1,3,113,5,⚠️ At Risk
1146,13894.0,24,3,564.62,4,3,3,433,10,💎 Loyal
1147,13895.0,28,4,2593.07,4,4,5,445,13,🎖️ Champions
1148,13897.0,50,1,311.16,3,1,2,312,6,🙂 Potential
1149,13898.0,326,1,155.93,1,1,1,111,3,⚠️ At Risk
1150,13899.0,16,2,388.52,4,2,2,422,8,🙂 Potential
1151,13900.0,183,3,740.95,1,3,3,133,7,🙂 Potential
1152,13901.0,72,5,2867.2,3,4,5,345,12,🎖️ Champions
1153,13904.0,37,2,332.64,3,2,2,322,7,🙂 Potential
1154,13908.0,80,4,2369.55,2,4,5,245,11,💎 Loyal
1155,13911.0,57,9,2580.91,3,5,5,355,13,🎖️ Champions
1156,13914.0,12,2,626.45,5,2,3,523,10,💎 Loyal
1157,13917.0,50,2,272.04,3,2,2,322,7,🙂 Potential
1158,13918.0,50,2,1212.8400000000001,3,2,4,324,9,💎 Loyal
1159,13919.0,59,2,384.81,3,2,2,322,7,🙂 Potential
1160,13922.0,352,1,172.25,1,1,1,111,3,⚠️ At Risk
1161,13923.0,54,1,351.13,3,1,2,312,6,🙂 Potential
1162,13924.0,2,6,1838.8500000000001,5,5,4,554,14,🎖️ Champions
1163,13925.0,93,4,678.25,2,4,3,243,9,💎 Loyal
1164,13926.0,23,1,223.85000000000002,4,1,1,411,6,🙂 Potential
1165,13927.0,75,1,348.99,2,1,2,212,5,⚠️ At Risk
1166,13928.0,11,4,464.57,5,4,2,542,11,💎 Loyal
1167,13929.0,169,2,842.65,2,2,3,223,7,🙂 Potential
1168,13930.0,58,2,337.34,3,2,2,322,7,🙂 Potential
1169,13931.0,96,2,1237.53,2,2,4,224,8,🙂 Potential
1170,13932.0,295,1,307.4,1,1,2,112,4,⚠️ At Risk
1171,13933.0,109,2,608.7900000000001,2,2,3,223,7,🙂 Potential
1172,13934.0,264,1,922.1,1,1,3,113,5,⚠️ At Risk
1173,13936.0,180,1,376.58,1,1,2,112,4,⚠️ At Risk
1174,13937.0,169,1,158.85,2,1,1,211,4,⚠️ At Risk
1175,13938.0,35,1,71.66,3,1,1,311,5,⚠️ At Risk
1176,13939.0,23,3,568.55,4,3,3,433,10,💎 Loyal
1177,13940.0,17,4,839.14,4,4,3,443,11,💎 Loyal
1178,13941.0,22,5,5112.96,4,4,5,445,13,🎖️ Champions
1179,13946.0,79,3,561.5699999999999,2,3,3,233,8,🙂 Potential
1180,13947.0,65,1,90.6,3,1,1,311,5,⚠️ At Risk
1181,13948.0,361,1,102.0,1,1,1,111,3,⚠️ At Risk
1182,13949.0,3,6,2427.32,5,5,5,555,15,🎖️ Champions
1183,13950.0,11,4,745.06,5,4,3,543,12,🎖️ Champions
1184,13951.0,176,3,674.45,2,3,3,233,8,🙂 Potential
1185,13952.0,218,2,3251.071,1,2,5,125,8,🙂 Potential
1186,13953.0,7,7,3515.68,5,5,5,555,15,🎖️ Champions
1187,13954.0,2,2,439.92,5,3,2,532,10,💎 Loyal
1188,13955.0,154,2,322.96,2,3,2,232,7,🙂 Potential
1189,13956.0,5,5,1026.42,5,4,4,544,13,🎖️ Champions
1190,13959.0,79,3,598.2,2,3,3,233,8,🙂 Potential
1191,13960.0,21,2,230.22,4,3,1,431,8,🙂 Potential
1192,13962.0,22,2,169.55,4,3,1,431,8,🙂 Potential
1193,13963.0,308,4,664.54,1,4,3,143,8,🙂 Potential
1194,13967.0,146,1,80.7,2,1,1,211,4,⚠️ At Risk
1195,13969.0,7,18,9053.94,5,5,5,555,15,🎖️ Champions
1196,13971.0,19,8,2758.26,4,5,5,455,14,🎖️ Champions
1197,13972.0,71,2,190.25,3,3,1,331,7,🙂 Potential
1198,13973.0,287,1,264.7,1,1,2,112,4,⚠️ At Risk
1199,13974.0,49,1,413.59000000000003,3,1,2,312,6,🙂 Potential
1200,13975.0,31,6,2526.28,4,5,5,455,14,🎖️ Champions
1201,13976.0,207,1,357.98,1,1,2,112,4,⚠️ At Risk
1202,13978.0,15,2,196.79000000000002,4,3,1,431,8,🙂 Potential
1203,13979.0,73,1,869.87,2,1,3,213,6,🙂 Potential
1204,13980.0,60,1,200.14,3,1,1,311,5,⚠️ At Risk
1205,13982.0,39,4,1871.81,3,4,4,344,11,💎 Loyal
1206,13983.0,30,12,2603.43,4,5,5,455,14,🎖️ Champions
1207,13984.0,27,5,920.51,4,4,3,443,11,💎 Loyal
1208,13985.0,4,15,7060.13,5,5,5,555,15,🎖️ Champions
1209,13986.0,17,1,320.46,4,1,2,412,7,🙂 Potential
1210,13988.0,20,6,4147.96,4,5,5,455,14,🎖️ Champions
1211,13989.0,66,2,1266.08,3,3,4,334,10,💎 Loyal
1212,13990.0,213,1,311.3,1,1,2,112,4,⚠️ At Risk
1213,13991.0,12,6,855.97,5,5,3,553,13,🎖️ Champions
1214,13992.0,30,1,76.8,4,1,1,411,6,🙂 Potential
1215,13993.0,43,9,3466.36,3,5,5,355,13,🎖️ Champions
1216,13994.0,4,6,2313.14,5,5,5,555,15,🎖️ Champions
1217,13995.0,15,5,1393.69,4,4,4,444,12,🎖️ Champions
1218,13999.0,10,12,3901.81,5,5,5,555,15,🎖️ Champions
1219,14000.0,211,1,635.66,1,1,3,113,5,⚠️ At Risk
1220,14001.0,46,3,2043.0800000000002,3,3,4,334,10,💎 Loyal
1221,14002.0,134,2,529.73,2,3,3,233,8,🙂 Potential
1222,14004.0,43,7,4582.64,3,5,5,355,13,🎖️ Champions
1223,14005.0,10,5,2874.72,5,4,5,545,14,🎖️ Champions
1224,14006.0,116,3,962.19,2,3,4,234,9,💎 Loyal
1225,14009.0,198,2,695.61,1,3,3,133,7,🙂 Potential
1226,14012.0,278,1,328.8,1,1,2,112,4,⚠️ At Risk
1227,14013.0,110,3,473.02,2,3,2,232,7,🙂 Potential
1228,14014.0,77,1,505.18,2,1,3,213,6,🙂 Potential
1229,14015.0,53,1,917.34,3,1,3,313,7,🙂 Potential
1230,14016.0,162,4,4341.21,2,4,5,245,11,💎 Loyal
1231,14019.0,47,3,1421.61,3,3,4,334,10,💎 Loyal
1232,14020.0,17,2,642.8,4,3,3,433,10,💎 Loyal
1233,14021.0,155,3,631.9,2,3,3,233,8,🙂 Potential
1234,14022.0,225,1,440.0,1,1,2,112,4,⚠️ At Risk
1235,14023.0,7,2,584.07,5,3,3,533,11,💎 Loyal
1236,14024.0,122,2,327.7,2,3,2,232,7,🙂 Potential
1237,14027.0,61,1,104.82,3,1,1,311,5,⚠️ At Risk
1238,14029.0,63,2,467.66,3,3,2,332,8,🙂 Potential
1239,14030.0,18,8,2360.09,4,5,5,455,14,🎖️ Champions
1240,14031.0,7,19,17286.86,5,5,5,555,15,🎖️ Champions
1241,14032.0,2,11,2975.59,5,5,5,555,15,🎖️ Champions
1242,14034.0,22,3,651.8199999999999,4,3,3,433,10,💎 Loyal
1243,14035.0,29,5,1428.02,4,4,4,444,12,🎖️ Champions
1244,14036.0,285,1,626.65,1,1,3,113,5,⚠️ At Risk
1245,14037.0,176,2,147.20000000000002,2,3,1,231,6,🙂 Potential
1246,14038.0,78,3,1560.38,2,3,4,234,9,💎 Loyal
1247,14039.0,33,1,152.2,4,1,1,411,6,🙂 Potential
1248,14040.0,41,12,3614.92,3,5,5,355,13,🎖️ Champions
1249,14041.0,266,1,141.41,1,1,1,111,3,⚠️ At Risk
1250,14044.0,27,4,652.82,4,4,3,443,11,💎 Loyal
1251,14045.0,109,4,1659.75,2,4,4,244,10,💎 Loyal
1252,14046.0,284,1,154.99,1,1,1,111,3,⚠️ At Risk
1253,14047.0,9,5,1308.6100000000001,5,4,4,544,13,🎖️ Champions
1254,14048.0,305,1,409.93,1,1,2,112,4,⚠️ At Risk
1255,14049.0,17,4,5681.72,4,4,5,445,13,🎖️ Champions
1256,14050.0,32,2,746.36,4,3,3,433,10,💎 Loyal
1257,14051.0,1,23,15610.390000000001,5,5,5,555,15,🎖️ Champions
1258,14052.0,20,1,225.36,4,1,1,411,6,🙂 Potential
1259,14053.0,124,2,260.25,2,3,2,232,7,🙂 Potential
1260,14054.0,65,1,92.46,3,1,1,311,5,⚠️ At Risk
1261,14055.0,106,1,725.6400000000001,2,1,3,213,6,🙂 Potential
1262,14056.0,1,23,8214.65,5,5,5,555,15,🎖️ Champions
1263,14057.0,24,17,6217.96,4,5,5,455,14,🎖️ Champions
1264,14059.0,267,1,183.6,1,1,1,111,3,⚠️ At Risk
1265,14060.0,5,19,6140.42,5,5,5,555,15,🎖️ Champions
1266,14062.0,10,12,10464.85,5,5,5,555,15,🎖️ Champions
1267,14064.0,29,5,1353.74,4,4,4,444,12,🎖️ Champions
1268,14066.0,267,1,152.55,1,1,1,111,3,⚠️ At Risk
1269,14067.0,64,2,374.7,3,3,2,332,8,🙂 Potential
1270,14068.0,320,1,265.85,1,1,2,112,4,⚠️ At Risk
1271,14071.0,4,8,1438.82,5,5,4,554,14,🎖️ Champions
1272,14073.0,32,1,151.04,4,1,1,411,6,🙂 Potential
1273,14075.0,5,3,942.26,5,3,3,533,11,💎 Loyal
1274,14076.0,129,1,122.47,2,1,1,211,4,⚠️ At Risk
1275,14077.0,41,5,499.41999999999996,3,4,3,343,10,💎 Loyal
1276,14078.0,102,6,1049.37,2,5,4,254,11,💎 Loyal
1277,14079.0,125,1,375.1,2,1,2,212,5,⚠️ At Risk
1278,14080.0,33,1,45.599999999999994,4,1,1,411,6,🙂 Potential
1279,14081.0,302,2,934.52,1,3,3,133,7,🙂 Potential
1280,14082.0,365,1,182.25,1,1,1,111,3,⚠️ At Risk
1281,14083.0,4,9,1018.43,5,5,4,554,14,🎖️ Champions
1282,14085.0,2,18,4448.54,5,5,5,555,15,🎖️ Champions
1283,14087.0,3,1,194.42,5,1,1,511,7,🙂 Potential
1284,14088.0,10,13,50491.81,5,5,5,555,15,🎖️ Champions
1285,14089.0,57,1,161.0,3,1,1,311,5,⚠️ At Risk
1286,14090.0,325,1,76.32000000000001,1,1,1,111,3,⚠️ At Risk
1287,14092.0,8,14,4076.91,5,5,5,555,15,🎖️ Champions
1288,14093.0,12,1,442.85,5,1,2,512,8,🙂 Potential
1289,14096.0,4,17,65164.79,5,5,5,555,15,🎖️ Champions
1290,14098.0,37,1,147.35,3,1,1,311,5,⚠️ At Risk
1291,14099.0,16,11,3104.17,4,5,5,455,14,🎖️ Champions
1292,14100.0,138,1,194.9,2,1,1,211,4,⚠️ At Risk
1293,14101.0,74,6,5976.79,2,5,5,255,12,🎖️ Champions
1294,14102.0,5,5,1360.28,5,4,4,544,13,🎖️ Champions
1295,14104.0,155,2,216.20999999999998,2,3,1,231,6,🙂 Potential
1296,14105.0,239,1,1266.23,1,1,4,114,6,🙂 Potential
1297,14107.0,52,7,2703.23,3,5,5,355,13,🎖️ Champions
1298,14108.0,31,2,597.91,4,3,3,433,10,💎 Loyal
1299,14109.0,73,1,144.2,2,1,1,211,4,⚠️ At Risk
1300,14110.0,4,12,5683.15,5,5,5,555,15,🎖️ Champions
1301,14111.0,14,4,692.85,4,4,3,443,11,💎 Loyal
1302,14112.0,23,7,2915.15,4,5,5,455,14,🎖️ Champions
1303,14113.0,4,4,1840.42,5,4,4,544,13,🎖️ Champions
1304,14114.0,274,2,386.53,1,3,2,132,6,🙂 Potential
1305,14116.0,20,5,1382.74,4,4,4,444,12,🎖️ Champions
1306,14117.0,144,1,90.0,2,1,1,211,4,⚠️ At Risk
1307,14121.0,4,4,2780.15,5,4,5,545,14,🎖️ Champions
1308,14124.0,84,1,419.58000000000004,2,1,2,212,5,⚠️ At Risk
1309,14125.0,11,3,2740.43,5,3,5,535,13,🎖️ Champions
1310,14126.0,8,3,706.1300000000001,5,3,3,533,11,💎 Loyal
1311,14127.0,123,3,709.71,2,3,3,233,8,🙂 Potential
1312,14128.0,61,2,637.5,3,3,3,333,9,💎 Loyal
1313,14129.0,2,5,1123.8600000000001,5,4,4,544,13,🎖️ Champions
1314,14130.0,319,1,483.86,1,1,2,112,4,⚠️ At Risk
1315,14132.0,2,11,3586.0299999999997,5,5,5,555,15,🎖️ Champions
1316,14133.0,130,3,605.64,2,3,3,233,8,🙂 Potential
1317,14135.0,2,15,4690.31,5,5,5,555,15,🎖️ Champions
1318,14138.0,2,2,982.3800000000001,5,3,4,534,12,🎖️ Champions
1319,14139.0,46,1,415.82,3,1,2,312,6,🙂 Potential
1320,14140.0,4,2,935.05,5,3,3,533,11,💎 Loyal
1321,14141.0,3,4,915.13,5,4,3,543,12,🎖️ Champions
1322,14142.0,373,1,311.81,1,1,2,112,4,⚠️ At Risk
1323,14143.0,134,1,115.8,2,1,1,211,4,⚠️ At Risk
1324,14145.0,47,4,3742.2,3,4,5,345,12,🎖️ Champions
1325,14146.0,9,5,4191.0,5,4,5,545,14,🎖️ Champions
1326,14147.0,78,2,483.4,2,3,2,232,7,🙂 Potential
1327,14148.0,234,1,157.2,1,1,1,111,3,⚠️ At Risk
1328,14149.0,221,1,446.62,1,1,2,112,4,⚠️ At Risk
1329,14150.0,36,2,658.64,3,3,3,333,9,💎 Loyal
1330,14152.0,75,2,621.29,2,3,3,233,8,🙂 Potential
1331,14154.0,239,2,1345.62,1,3,4,134,8,🙂 Potential
1332,14155.0,266,1,118.75,1,1,1,111,3,⚠️ At Risk
1333,14156.0,10,55,117379.63,5,5,5,555,15,🎖️ Champions
1334,14157.0,20,2,432.88,4,3,2,432,9,💎 Loyal
1335,14158.0,40,1,507.66,3,1,3,313,7,🙂 Potential
1336,14159.0,20,11,4693.01,4,5,5,455,14,🎖️ Champions
1337,14161.0,216,3,1110.52,1,3,4,134,8,🙂 Potential
1338,14162.0,174,2,289.36,2,3,2,232,7,🙂 Potential
1339,14163.0,87,4,2445.91,2,4,5,245,11,💎 Loyal
1340,14164.0,71,2,1631.77,3,3,4,334,10,💎 Loyal
1341,14165.0,276,1,122.53999999999999,1,1,1,111,3,⚠️ At Risk
1342,14167.0,39,4,574.84,3,4,3,343,10,💎 Loyal
1343,14171.0,98,1,363.79,2,1,2,212,5,⚠️ At Risk
1344,14173.0,11,4,450.84,5,4,2,542,11,💎 Loyal
1345,14174.0,33,1,134.46,4,1,1,411,6,🙂 Potential
1346,14175.0,60,3,3222.3,3,3,5,335,11,💎 Loyal
1347,14176.0,297,4,576.9000000000001,1,4,3,143,8,🙂 Potential
1348,14177.0,86,4,559.41,2,4,3,243,9,💎 Loyal
1349,14178.0,9,7,1620.93,5,5,4,554,14,🎖️ Champions
1350,14179.0,41,2,719.78,3,3,3,333,9,💎 Loyal
1351,14180.0,11,25,4748.52,5,5,5,555,15,🎖️ Champions
1352,14184.0,67,1,452.89,3,1,2,312,6,🙂 Potential
1353,14185.0,331,1,197.65,1,1,1,111,3,⚠️ At Risk
1354,14188.0,31,6,2054.36,4,5,4,454,13,🎖️ Champions
1355,14189.0,2,15,4654.08,5,5,5,555,15,🎖️ Champions
1356,14191.0,2,13,4684.76,5,5,5,555,15,🎖️ Champions
1357,14193.0,68,2,853.39,3,3,3,333,9,💎 Loyal
1358,14194.0,5,21,11349.52,5,5,5,555,15,🎖️ Champions
1359,14195.0,202,2,1012.0,1,3,4,134,8,🙂 Potential
1360,14196.0,107,1,335.52,2,1,2,212,5,⚠️ At Risk
1361,14198.0,18,4,701.4,4,4,3,443,11,💎 Loyal
1362,14199.0,218,1,185.39999999999998,1,1,1,111,3,⚠️ At Risk
1363,14201.0,60,7,747.44,3,5,3,353,11,💎 Loyal
1364,14204.0,2,1,161.03,5,1,1,511,7,🙂 Potential
1365,14205.0,17,2,466.7,4,3,2,432,9,💎 Loyal
1366,14206.0,239,1,328.15999999999997,1,1,2,112,4,⚠️ At Risk
1367,14208.0,95,1,151.74,2,1,1,211,4,⚠️ At Risk
1368,14209.0,11,6,2073.43,5,5,5,555,15,🎖️ Champions
1369,14210.0,106,6,1905.8400000000001,2,5,4,254,11,💎 Loyal
1370,14211.0,53,9,2241.1,3,5,5,355,13,🎖️ Champions
1371,14212.0,90,1,1070.48,2,1,4,214,7,🙂 Potential
1372,14214.0,31,5,1004.38,4,4,4,444,12,🎖️ Champions
1373,14215.0,12,6,1789.72,5,5,4,554,14,🎖️ Champions
1374,14216.0,3,4,1839.3,5,4,4,544,13,🎖️ Champions
1375,14217.0,2,17,2004.98,5,5,4,554,14,🎖️ Champions
1376,14218.0,43,1,169.48000000000002,3,1,1,311,5,⚠️ At Risk
1377,14219.0,4,1,89.94,5,1,1,511,7,🙂 Potential
1378,14220.0,247,2,632.4,1,3,3,133,7,🙂 Potential
1379,14221.0,42,9,3432.8,3,5,5,355,13,🎖️ Champions
1380,14222.0,177,1,683.17,2,1,3,213,6,🙂 Potential
1381,14223.0,92,3,991.13,2,3,4,234,9,💎 Loyal
1382,14224.0,110,4,1050.12,2,4,4,244,10,💎 Loyal
1383,14226.0,29,5,2232.19,4,4,5,445,13,🎖️ Champions
1384,14227.0,26,10,3350.96,4,5,5,455,14,🎖️ Champions
1385,14229.0,52,3,1547.2,3,3,4,334,10,💎 Loyal
1386,14231.0,184,3,925.71,1,3,3,133,7,🙂 Potential
1387,14232.0,43,5,2048.07,3,4,4,344,11,💎 Loyal
1388,14233.0,49,4,1462.72,3,4,4,344,11,💎 Loyal
1389,14234.0,22,4,775.46,4,4,3,443,11,💎 Loyal
1390,14235.0,75,5,3144.86,2,4,5,245,11,💎 Loyal
1391,14236.0,81,2,490.86,2,3,3,233,8,🙂 Potential
1392,14237.0,373,1,161.0,1,1,1,111,3,⚠️ At Risk
1393,14238.0,326,1,146.85,1,1,1,111,3,⚠️ At Risk
1394,14239.0,43,11,2380.85,3,5,5,355,13,🎖️ Champions
1395,14240.0,30,2,890.34,4,3,3,433,10,💎 Loyal
1396,14241.0,184,1,213.70000000000002,1,1,1,111,3,⚠️ At Risk
1397,14242.0,235,2,280.55,1,3,2,132,6,🙂 Potential
1398,14243.0,9,10,2588.77,5,5,5,555,15,🎖️ Champions
1399,14245.0,220,2,1693.45,1,3,4,134,8,🙂 Potential
1400,14246.0,111,3,1474.06,2,3,4,234,9,💎 Loyal
1401,14247.0,278,1,136.76999999999998,1,1,1,111,3,⚠️ At Risk
1402,14248.0,318,1,302.58,1,1,2,112,4,⚠️ At Risk
1403,14250.0,7,3,1904.05,5,3,4,534,12,🎖️ Champions
1404,14251.0,2,5,2879.7000000000003,5,4,5,545,14,🎖️ Champions
1405,14256.0,260,2,969.0600000000001,1,3,4,134,8,🙂 Potential
1406,14257.0,64,5,3099.7200000000003,3,4,5,345,12,🎖️ Champions
1407,14258.0,9,9,12669.98,5,5,5,555,15,🎖️ Champions
1408,14259.0,142,1,120.0,2,1,1,211,4,⚠️ At Risk
1409,14261.0,51,2,1163.45,3,3,4,334,10,💎 Loyal
1410,14262.0,8,8,2618.23,5,5,5,555,15,🎖️ Champions
1411,14264.0,155,2,333.97,2,3,2,232,7,🙂 Potential
1412,14265.0,109,2,530.18,2,3,3,233,8,🙂 Potential
1413,14267.0,163,3,1516.24,2,3,4,234,9,💎 Loyal
1414,14270.0,332,1,492.65000000000003,1,1,3,113,5,⚠️ At Risk
1415,14271.0,226,1,112.32,1,1,1,111,3,⚠️ At Risk
1416,14272.0,74,2,437.96,2,3,2,232,7,🙂 Potential
1417,14273.0,51,4,559.97,3,4,3,343,10,💎 Loyal
1418,14276.0,99,3,1119.74,2,3,4,234,9,💎 Loyal
1419,14277.0,15,3,4216.2,4,3,5,435,12,🎖️ Champions
1420,14280.0,197,1,134.04,1,1,1,111,3,⚠️ At Risk
1421,14282.0,3,15,3729.34,5,5,5,555,15,🎖️ Champions
1422,14284.0,31,2,595.25,4,3,3,433,10,💎 Loyal
1423,14285.0,21,4,1910.01,4,4,4,444,12,🎖️ Champions
1424,14286.0,24,3,4628.75,4,3,5,435,12,🎖️ Champions
1425,14287.0,8,3,176.63,5,3,1,531,9,💎 Loyal
1426,14288.0,213,1,426.6,1,1,2,112,4,⚠️ At Risk
1427,14289.0,9,6,911.26,5,5,3,553,13,🎖️ Champions
1428,14290.0,11,5,2314.65,5,4,5,545,14,🎖️ Champions
1429,14291.0,2,11,3883.25,5,5,5,555,15,🎖️ Champions
1430,14292.0,8,9,4871.93,5,5,5,555,15,🎖️ Champions
1431,14293.0,3,4,1046.56,5,4,4,544,13,🎖️ Champions
1432,14295.0,40,1,166.20000000000002,3,1,1,311,5,⚠️ At Risk
1433,14297.0,18,4,1305.33,4,4,4,444,12,🎖️ Champions
1434,14298.0,8,44,51527.3,5,5,5,555,15,🎖️ Champions
1435,14299.0,8,9,3965.62,5,5,5,555,15,🎖️ Champions
1436,14300.0,19,1,43.2,4,1,1,411,6,🙂 Potential
1437,14301.0,117,1,640.14,2,1,3,213,6,🙂 Potential
1438,14304.0,223,1,383.45,1,1,2,112,4,⚠️ At Risk
1439,14305.0,71,3,1858.96,3,3,4,334,10,💎 Loyal
1440,14306.0,51,2,2093.32,3,3,5,335,11,💎 Loyal
1441,14307.0,89,6,2995.72,2,5,5,255,12,🎖️ Champions
1442,14309.0,8,9,2352.53,5,5,5,555,15,🎖️ Champions
1443,14311.0,243,1,310.26,1,1,2,112,4,⚠️ At Risk
1444,14312.0,47,6,1611.59,3,5,4,354,12,🎖️ Champions
1445,14314.0,107,1,120.0,2,1,1,211,4,⚠️ At Risk
1446,14315.0,45,6,2481.13,3,5,5,355,13,🎖️ Champions
1447,14317.0,65,1,508.58000000000004,3,1,3,313,7,🙂 Potential
1448,14320.0,207,2,477.79,1,3,2,132,6,🙂 Potential
1449,14321.0,11,5,1530.75,5,4,4,544,13,🎖️ Champions
1450,14323.0,115,2,605.0600000000001,2,3,3,233,8,🙂 Potential
1451,14326.0,242,1,183.85,1,1,1,111,3,⚠️ At Risk
1452,14327.0,163,1,311.65,2,1,2,212,5,⚠️ At Risk
1453,14329.0,17,7,5014.84,4,5,5,455,14,🎖️ Champions
1454,14331.0,124,2,462.65999999999997,2,3,2,232,7,🙂 Potential
1455,14332.0,23,3,866.31,4,3,3,433,10,💎 Loyal
1456,14333.0,68,1,415.2,3,1,2,312,6,🙂 Potential
1457,14334.0,17,8,2552.21,4,5,5,455,14,🎖️ Champions
1458,14335.0,16,2,468.26,4,3,2,432,9,💎 Loyal
1459,14336.0,17,4,1614.91,4,4,4,444,12,🎖️ Champions
1460,14338.0,161,2,588.22,2,3,3,233,8,🙂 Potential
1461,14339.0,243,1,309.52,1,1,2,112,4,⚠️ At Risk
1462,14340.0,219,1,134.7,1,1,1,111,3,⚠️ At Risk
1463,14341.0,45,8,2182.28,3,5,5,355,13,🎖️ Champions
1464,14342.0,21,4,668.5600000000001,4,4,3,443,11,💎 Loyal
1465,14344.0,127,8,889.9300000000001,2,5,3,253,10,💎 Loyal
1466,14345.0,39,1,108.97999999999999,3,1,1,311,5,⚠️ At Risk
1467,14346.0,121,2,1021.58,2,3,4,234,9,💎 Loyal
1468,14348.0,260,1,409.57,1,1,2,112,4,⚠️ At Risk
1469,14349.0,10,1,133.5,5,1,1,511,7,🙂 Potential
1470,14350.0,274,1,282.93,1,1,2,112,4,⚠️ At Risk
1471,14351.0,165,1,51.0,2,1,1,211,4,⚠️ At Risk
1472,14352.0,157,4,1078.96,2,4,4,244,10,💎 Loyal
1473,14353.0,215,1,90.6,1,1,1,111,3,⚠️ At Risk
1474,14354.0,6,2,163.62,5,3,1,531,9,💎 Loyal
1475,14355.0,366,1,174.4,1,1,1,111,3,⚠️ At Risk
1476,14356.0,80,2,701.23,2,3,3,233,8,🙂 Potential
1477,14357.0,43,1,225.77,3,1,1,311,5,⚠️ At Risk
1478,14359.0,19,3,912.18,4,3,3,433,10,💎 Loyal
1479,14360.0,32,4,2128.23,4,4,5,445,13,🎖️ Champions
1480,14362.0,22,1,161.2,4,1,1,411,6,🙂 Potential
1481,14364.0,109,8,3717.35,2,5,5,255,12,🎖️ Champions
1482,14367.0,8,16,9261.52,5,5,5,555,15,🎖️ Champions
1483,14368.0,320,1,155.0,1,1,1,111,3,⚠️ At Risk
1484,14371.0,295,1,100.5,1,1,1,111,3,⚠️ At Risk
1485,14373.0,358,1,76.55,1,1,1,111,3,⚠️ At Risk
1486,14375.0,185,1,257.68,1,1,2,112,4,⚠️ At Risk
1487,14377.0,191,2,617.05,1,3,3,133,7,🙂 Potential
1488,14379.0,44,2,348.1,3,3,2,332,8,🙂 Potential
1489,14381.0,52,1,202.68,3,1,1,311,5,⚠️ At Risk
1490,14382.0,26,1,626.0699999999999,4,1,3,413,8,🙂 Potential
1491,14383.0,38,3,1247.69,3,3,4,334,10,💎 Loyal
1492,14385.0,9,3,202.11,5,3,1,531,9,💎 Loyal
1493,14386.0,297,1,142.4,1,1,1,111,3,⚠️ At Risk
1494,14387.0,33,3,1770.56,4,3,4,434,11,💎 Loyal
1495,14388.0,10,8,3212.84,5,5,5,555,15,🎖️ Champions
1496,14389.0,65,2,1043.46,3,3,4,334,10,💎 Loyal
1497,14390.0,10,9,4652.82,5,5,5,555,15,🎖️ Champions
1498,14393.0,218,1,67.95,1,1,1,111,3,⚠️ At Risk
1499,14395.0,2,9,3507.71,5,5,5,555,15,🎖️ Champions
1500,14396.0,65,2,487.99,3,3,2,332,8,🙂 Potential
1501,14397.0,3,19,2612.96,5,5,5,555,15,🎖️ Champions
1502,14400.0,149,1,574.7,2,1,3,213,6,🙂 Potential
1503,14401.0,4,13,4051.48,5,5,5,555,15,🎖️ Champions
1504,14403.0,130,4,1475.81,2,4,4,244,10,💎 Loyal
1505,14404.0,34,6,1474.32,3,5,4,354,12,🎖️ Champions
